hi,en
"Modi sir welcome आपको और हम आप जैसे सिर की जरूरत
","modi sir welcome and we need someone like you sir
"
"kashmir india का था और रहेगा साले pakistanio चुप
","kashmir belonged to india and will remain india's .
"
"जरुत करेंगे अवश्य करेंगे ... आपके fan जो है ..
","we shall do it we will do it ... we are your fan after all ..
"
"शालू भाई आओ न .
","Sallu bro , please come .
"
"तो मुसलमान नही है क्यो कि तू mandir जाता है तो कादियानी हैं salman
","you are not muslim because you go to the temple you are kadiyani salman
"
"Like the final answer should be workoutable न
","Like the final answer should be workoutable
"
"अज्ञेय तुम लोग chennai से ? ?
","Did you guys come from chennai ?
"
"बहन चोद तेरी
","fuck your sister
"
"पहले 3:30 फिर 4:00 and अब 15 मैं over भाई
","First 3.30 and then 4.00 , and now 15 minutes are over bro .
"
"पूरा का पूरा मेरा बेटा है , i used to do things like that all the time
","The whole of my whole is my son , i used to do things like that all the time
"
"इसी week में
","This week only
"
"लगा लिया जी
","I have done it , sir .
"
"भाई एक बार हरियाणा में आजाओ आपको भूत अछि खानी दुगा
","brother come to haryana once , i will give you a very nice story
"
"Beingsalmankhan ... का हुआ हूँ यार ... Aaiieytoh सही :)
","Beingsalmankhan where are you ... come now :)
"
"कामिनी Haha
","Bastard haha
"
"इस कुत्ते की film देखने कोई भी सच्चा muslim नहीं जाएगा
","no true muslim is going to watch this dogs film
"
